name,industry,ratings,reviews,salaries,interviews,jobs,benefits,photos,hq,more_locations
Tm Automotive Seating Systems,Auto Components,3.5,187.0,82600000.0,9.0,0.0,2.0,0.0,Pune,13
Nandi Toyota,Automobile,3.8,186.0,52700000.0,16.0,0.0,19.0,0.0,Bangalore / Bengaluru,6
One Point Solutions,Bangalore / Bengaluru +14 other locations,3.2,187.0,100000.0,9.0,0.0,5.0,0.0,,0
Gennova Biopharmaceuticals,Pharma,4.3,187.0,80700000.0,12.0,2.0,13.0,0.0,Pune,9
Gennova Biopharmaceuticals,Pharma,4.3,187.0,80700000.0,12.0,2.0,13.0,0.0,Pune,9
Psychotropics India,Pharma,3.9,187.0,64300000.0,3.0,3.0,12.0,2.0,Haridwar,17
Shipco It,IT Services & Consulting,3.6,187.0,45600000.0,13.0,0.0,1.0,0.0,Pune,4
Advids,Marketing & Advertising,3.7,187.0,30800000.0,14.0,0.0,10.0,0.0,Pune,12
Ksolves India Limited,IT Services & Consulting,3.0,187.0,100000.0,56.0,15.0,3.0,29.0,Noida,12
Mantra Softech,IT Services & Consulting,3.9,187.0,110000.00000000001,15.0,8.0,11.0,0.0,Ahmedabad,23
Rexel,Industrial Automation,3.6,187.0,91000000.0,13.0,4.0,17.0,0.0,Pune,25
Ican BPO,BPO,4.4,186.0,23700000.0,3.0,0.0,15.0,0.0,Thane,3
NIMS University,Education & Training,2.9,186.0,70100000.0,14.0,0.0,10.0,2.0,Jaipur,14
CDM Smith,Engineering & Construction,3.6,186.0,77300000.0,13.0,17.0,14.0,6.0,Bangalore / Bengaluru,27
Vandana Global,Iron & Steel,2.9,187.0,79600000.0,17.0,7.0,4.0,0.0,Raipur,5
Walstar Technologies,IT Services & Consulting,4.1,186.0,43800000.0,27.0,6.0,9.0,7.0,Kolhapur,3
Param Renewable Energy,Power,3.9,189.0,51600000.0,18.0,0.0,14.0,1.0,Bangalore / Bengaluru,38
Celio Future Fashion,Retail,4.5,186.0,41300000.0,5.0,0.0,16.0,1.0,Mumbai,47
Value Rcm Solutions,Analytics & KPO,4.1,185.0,35400000.0,33.0,0.0,11.0,0.0,Kolkata,1
World Health Organization,Government,3.9,186.0,34000000.0,16.0,0.0,14.0,0.0,New Delhi,85
Eurofins Scientific,"Testing, Inspection and Certification (TIC)",3.3,186.0,140000.0,14.0,311.0,2.0,0.0,Bangalore / Bengaluru,20
Competition Team Technology,Electronics Manufacturing,3.6,186.0,100000.0,10.0,0.0,8.0,0.0,Chennai,4
Hubergroup,Chemicals,3.9,186.0,83500000.0,7.0,0.0,13.0,0.0,Vapi,13
TALENTEDGE,EdTech,3.2,186.0,93700000.0,20.0,2.0,17.0,8.0,Pune,11
International Travel House,Hospitality,4.0,186.0,64700000.0,6.0,5.0,20.0,0.0,New Delhi,20
Advantage One Tax Consulting,Financial Services,4.0,186.0,53400000.0,11.0,0.0,17.0,0.0,Hyderabad / Secunderabad,5
Massive Restaurants,Hospitality,3.8,186.0,63300000.0,3.0,0.0,18.0,1.0,New Delhi,18
Toto India Industries,Building Material,3.9,186.0,64500000.0,8.0,0.0,17.0,0.0,Vadodara,15
i-Source Infosystems,IT Services & Consulting,3.6,186.0,77400000.0,9.0,2.0,5.0,0.0,Pune,17
Iron Systems,Hardware & Networking,3.3,186.0,90400000.0,21.0,31.0,3.0,0.0,Noida,11
Expeditors International,Logistics,3.8,186.0,120000.0,13.0,0.0,10.0,0.0,Chennai,21
Laxmi-Agni Components and Forging,Industrial Machinery,3.5,186.0,59700000.0,14.0,0.0,9.0,3.0,Aurangabad,8
Edunext Technologies,EdTech,3.4,186.0,56200000.0,17.0,0.0,12.0,8.0,Noida,12
Primus Techsystems,IT Services & Consulting,3.5,186.0,120000.0,10.0,0.0,11.0,0.0,Pune,10
Cheema Boilers,Industrial Machinery,4.2,186.0,76400000.0,11.0,4.0,13.0,0.0,Mohali,13
CloudMoyo,Software Product,4.0,186.0,120000.0,8.0,12.0,43.0,0.0,Pune,2
Gulf Asia Contracting,Engineering & Construction,3.3,186.0,60700000.0,11.0,0.0,5.0,0.0,Chennai,22
LS Automotive India,Auto Components,3.5,186.0,95800000.0,8.0,1.0,17.0,0.0,Chennai,6
Paranjape Schemes (Construction) Limited,Real Estate,3.1,186.0,84300000.0,11.0,0.0,19.0,0.0,Pune,9
Jindal (India) Limited,Iron & Steel,4.1,186.0,25200000.0,10.0,0.0,0.0,0.0,Kolkata,7
Aditya Anagha Multi State Credit Co-Operative Society,Banking,4.8,185.0,10500000.0,5.0,0.0,2.0,0.0,Nagpur,30
Emirates NBD,Banking,2.9,185.0,110000.00000000001,10.0,0.0,21.0,4.0,Bangalore / Bengaluru,13
India Post Payments Bank,Government,4.3,192.0,61900000.0,9.0,0.0,7.0,0.0,New Delhi,85
Ducat,Education & Training,3.4,185.0,63800000.0,14.0,0.0,5.0,17.0,Noida,12
Emirates NBD,Banking,2.9,185.0,110000.00000000001,10.0,0.0,21.0,4.0,Bangalore / Bengaluru,13
Ducat,Education & Training,3.4,185.0,63800000.0,14.0,0.0,5.0,17.0,Noida,12
India Post Payments Bank,Government,4.3,192.0,61900000.0,9.0,0.0,7.0,0.0,New Delhi,85
Dmi Housing Finance,Financial Services,4.1,185.0,57100000.0,8.0,0.0,10.0,0.0,New Delhi,39
SmartWorld Developers,Real Estate,4.2,184.0,81800000.0,16.0,2.0,3.0,1.0,Gurgaon / Gurugram,3
Mentorsity,EdTech,4.4,185.0,5600000.0,12.0,0.0,29.0,0.0,New Delhi,11
Monocept,Software Product,3.3,185.0,120000.0,25.0,5.0,10.0,0.0,Hyderabad / Secunderabad,5
Azure Hospitality,Hospitality,4.1,185.0,56400000.0,11.0,0.0,32.0,0.0,New Delhi,13
Zuari Agro Chemicals,Agro Chemicals,3.9,185.0,64100000.0,7.0,0.0,21.0,0.0,Vasco Da Gama,54
Btl Epc,Industrial Machinery,3.2,185.0,73300000.0,14.0,0.0,13.0,0.0,Kolkata,20
Government of Bihar,Government,3.4,185.0,53000000.0,2.0,0.0,12.0,1.0,Patna,33
ACME Group,Internet,4.6,185.0,27300000.0,27.0,0.0,4.0,0.0,Gurgaon / Gurugram,28
Nippon Data Systems,IT Services & Consulting,3.7,186.0,100000.0,25.0,2.0,7.0,0.0,New Delhi,26
Acma Computers,IT Services & Consulting,3.2,185.0,85100000.0,23.0,6.0,10.0,0.0,Mumbai,18
Zydus Pharma,Pharma,3.7,184.0,67300000.0,13.0,0.0,8.0,0.0,Ahmedabad,40
Integrated Resources,Recruitment,3.8,185.0,66700000.0,32.0,0.0,13.0,0.0,Gurgaon / Gurugram,6
Gameskraft,Software Product,4.2,185.0,130000.0,19.0,19.0,6.0,34.0,Bangalore / Bengaluru,2
Eglo India,Consumer Electronics & Appliances,3.3,185.0,76500000.0,18.0,0.0,17.0,0.0,Bawal,9
CENTRUM HOUSING FINANCE,Financial Services,3.9,185.0,48100000.0,4.0,4.0,4.0,0.0,Mumbai,65
Lubrizol Corporation,Chemicals,4.2,185.0,86200000.0,8.0,17.0,14.0,0.0,Mumbai,10
Gameskraft,Software Product,4.2,185.0,130000.0,19.0,19.0,6.0,34.0,Bangalore / Bengaluru,2
Lubrizol Corporation,Chemicals,4.2,185.0,86200000.0,8.0,17.0,14.0,0.0,Mumbai,10
Enrich Hair And Skin Solutions,Beauty & Personal Care,3.6,185.0,66500000.0,7.0,0.0,16.0,0.0,Mumbai,11
Citylife Retail,Retail,4.0,184.0,36200000.0,7.0,0.0,17.0,0.0,Kolkata,46
Heavy Engineering Corporation,Engineering & Construction,3.6,184.0,72800000.0,11.0,0.0,22.0,1.0,Ranchi,9
Ginni Filaments,Fashion & Textile,4.0,184.0,74300000.0,5.0,0.0,12.0,0.0,Noida,15
HEUBACH Colour,Chemicals,3.9,184.0,90800000.0,11.0,0.0,19.0,0.0,Ankleshwar,14
Lumiq,IT Services & Consulting,3.3,184.0,79300000.0,14.0,4.0,14.0,1.0,Noida,4
BookMyShow,Internet,3.7,185.0,120000.0,28.0,2.0,19.0,0.0,Mumbai,13
Kumaran Systems,IT Services & Consulting,3.4,184.0,150000.0,26.0,14.0,8.0,28.0,Chennai,5
ARC Document Solutions,Printing & Publishing,2.8,184.0,79100000.0,18.0,1.0,14.0,0.0,Kolkata,4
ASK-EHS Engineering & Consultants,Engineering & Construction,3.6,184.0,60700000.0,12.0,7.0,15.0,3.0,Surat,32
L&T Infrastructure Development Projects,Engineering & Construction,3.9,184.0,110000.00000000001,10.0,0.0,12.0,0.0,Chennai,39
Oswal Castings,Metals & Mining,3.6,184.0,70200000.0,12.0,0.0,12.0,0.0,Faridabad,9
Excel Industries,Agro Chemicals,3.9,184.0,92100000.0,15.0,0.0,11.0,0.0,Mumbai,24
Hindustan Media Ventures,Printing & Publishing,3.7,184.0,58300000.0,6.0,0.0,11.0,1.0,Patna,31
Tata Main Hospital,Healthcare,3.8,184.0,52500000.0,19.0,0.0,22.0,0.0,Jamshedpur,10
APOLLO POWER SYSTEMS,Electrical Equipment,3.8,184.0,56800000.0,15.0,1.0,13.0,1.0,Bangalore / Bengaluru,9
Eagle Infra,Engineering & Construction,4.1,184.0,85500000.0,12.0,0.0,20.0,0.0,Mumbai,46
Ruby General Hospital,Healthcare,3.2,184.0,67800000.0,9.0,9.0,7.0,2.0,Kolkata,6
Delhi World Public School,Education & Training,3.6,185.0,66000000.0,17.0,12.0,19.0,3.0,Kolkata,57
House Of Diagnostics,Healthcare,4.2,184.0,70200000.0,13.0,27.0,25.0,20.0,New Delhi,4
Vegrow,Internet,3.8,184.0,85500000.0,18.0,5.0,9.0,0.0,Bangalore / Bengaluru,25
DesignCafe,Architecture & Interior Design,3.3,184.0,120000.0,12.0,38.0,11.0,36.0,Bangalore / Bengaluru,9
Profinch Solutions,FinTech,3.5,184.0,140000.0,21.0,20.0,9.0,0.0,Bangalore / Bengaluru,6
Stedman Pharmaceuticals,Pharma,4.1,184.0,32800000.0,25.0,3.0,28.0,12.0,Chennai,30
Icl Fincorp,NBFC,3.3,184.0,59900000.0,23.0,32.0,1.0,7.0,Thrissur,32
Stumpp Schuele & Somappa Springs,Industrial Machinery,3.5,184.0,69800000.0,10.0,0.0,16.0,0.0,Bangalore / Bengaluru,8
Dew Solutions,IT Services & Consulting,3.5,184.0,120000.0,23.0,0.0,22.0,0.0,Gurgaon / Gurugram,11
Kumar Organic Products,Chemicals,3.6,184.0,86400000.0,15.0,9.0,14.0,0.0,Bangalore / Bengaluru,16
LawSikho,New Delhi +9 other locations,4.0,184.0,36900000.0,28.0,11.0,1.0,0.0,,0
NMDC Steels,Iron & Steel,3.8,184.0,58100000.0,9.0,0.0,3.0,5.0,Jagdalpur,17
NexTurn,IT Services & Consulting,3.9,184.0,28600000.0,36.0,37.0,6.0,7.0,Hyderabad / Secunderabad,2
Royal Cyber,IT Services & Consulting,3.3,184.0,130000.0,14.0,34.0,4.0,1.0,Bangalore / Bengaluru,9
Zentiva,Ankleshwar +7 other locations,4.2,183.0,78800000.0,10.0,22.0,8.0,0.0,,0
The Souled Store,Fashion & Textile,3.2,184.0,63500000.0,14.0,1.0,6.0,0.0,Mumbai,19
Sunera Technologies,IT Services & Consulting,3.5,183.0,170000.0,25.0,0.0,17.0,3.0,Hyderabad / Secunderabad,5
"L&T Construction, Mining and Industrial Machinery",Industrial Machinery,4.1,183.0,36400000.0,9.0,0.0,96.0,0.0,Bangalore / Bengaluru,39
CPC Diagnostics,Medical Equipment,3.7,183.0,60000000.0,11.0,1.0,13.0,0.0,Chennai,28
NTC Logistics India,Logistics,4.0,183.0,91400000.0,16.0,0.0,16.0,0.0,Chennai,23
INFRES METHODEX,Industrial Automation,3.1,183.0,56300000.0,6.0,0.0,8.0,0.0,New Delhi,40
Biesse Manufacturing,Architecture & Interior Design,3.6,183.0,92100000.0,17.0,1.0,17.0,0.0,Bangalore / Bengaluru,8
Ring Plus Aqua,Auto Components,4.2,183.0,69800000.0,14.0,0.0,10.0,0.0,Nashik,7
Vmoksha Technologies,IT Services & Consulting,4.5,183.0,52100000.0,24.0,0.0,6.0,0.0,Bangalore / Bengaluru,4
Hogarth Worldwide,Marketing & Advertising,3.4,183.0,160000.0,21.0,2.0,5.0,0.0,Chennai,7
Ajmera Realty & Infra India,Real Estate,4.4,183.0,55500000.0,3.0,20.0,6.0,0.0,Mumbai,6
Li & Fung,Electrical Equipment,3.8,183.0,71100000.0,6.0,6.0,30.0,0.0,Gurgaon / Gurugram,12
Mukand Sumi Special Steel,Iron & Steel,3.7,187.0,64400000.0,14.0,0.0,8.0,0.0,Hosapete,9
PS Group,Real Estate,3.7,183.0,71400000.0,19.0,2.0,14.0,0.0,Kolkata,9
IntelliSmart Infrastructure,Gurgaon / Gurugram +29 other locations,3.5,183.0,70000000.0,16.0,6.0,4.0,3.0,,0
TalentServe,Software Product,2.0,183.0,12300000.0,25.0,1.0,2.0,1.0,Mumbai,8
Futurism Technologies,IT Services & Consulting,3.6,183.0,110000.00000000001,37.0,22.0,4.0,0.0,Pune,3
C.G. Marketing,Marketing & Advertising,4.0,183.0,52600000.0,4.0,1.0,21.0,3.0,Pune,20
Bygging India,Engineering & Construction,3.9,183.0,63100000.0,14.0,10.0,16.0,5.0,New Delhi,34
Fermenta Biotech,Biotechnology,4.3,183.0,100000.0,17.0,1.0,19.0,8.0,Bharuch,12
Samsung Semiconductor,Semiconductors,3.1,183.0,140000.0,22.0,0.0,9.0,0.0,Bangalore / Bengaluru,6
Flowmore,Industrial Machinery,3.5,183.0,78200000.0,17.0,0.0,15.0,0.0,Ghaziabad,16
Teleminds Infotech,BPO,2.7,183.0,65200000.0,13.0,2.0,19.0,3.0,Kolkata,2
Object Technology Solutions,IT Services & Consulting,3.8,184.0,130000.0,8.0,15.0,6.0,0.0,Hyderabad / Secunderabad,11
Apollo Telehealth Services,Healthcare,3.9,183.0,61800000.0,11.0,215.0,23.0,0.0,Hyderabad / Secunderabad,41
Gokul Agro Resources,FMCG,3.8,184.0,84500000.0,16.0,9.0,5.0,0.0,Gandhidham,17
Timezone Entertainment,Events,3.5,183.0,49300000.0,11.0,0.0,9.0,0.0,Mumbai,34
Air India Express,Aviation,3.5,183.0,93300000.0,16.0,4.0,11.0,0.0,New Delhi,25
CivilMantra Infracon Private Limited,Engineering & Construction,4.0,184.0,20200000.0,15.0,0.0,11.0,34.0,Gurgaon / Gurugram,4
Danblock Brakes,Industrial Machinery,3.9,183.0,68600000.0,10.0,0.0,16.0,0.0,Sonipat,8
AlmaBetter,Bangalore / Bengaluru +11 other locations,3.9,181.0,73100000.0,24.0,5.0,1.0,0.0,,0
Accutest Research Laboratories,Clinical Research,3.2,183.0,77000000.0,7.0,2.0,15.0,0.0,Mumbai,7
Soch Apparels,Fashion & Textile,4.4,183.0,64500000.0,9.0,0.0,16.0,0.0,Bangalore / Bengaluru,40
Gangavaram Port,Ports & Shipping,3.4,182.0,59400000.0,12.0,0.0,8.0,4.0,Visakhapatnam,8
JK Agri Genetics,Biotechnology,3.5,182.0,41400000.0,7.0,1.0,17.0,0.0,Hyderabad / Secunderabad,51
Sistema Shyam Teleservices,Telecom,4.9,182.0,24200000.0,0.0,0.0,31.0,0.0,Gurgaon / Gurugram,43
Simpa Energy,Power,4.6,182.0,33800000.0,1.0,0.0,25.0,0.0,Noida,32
Prione Business Services,Retail,4.4,182.0,83000000.0,6.0,0.0,48.0,0.0,Bangalore / Bengaluru,24
C-quel Management Services,Accounting & Auditing,4.3,182.0,20600000.0,13.0,0.0,79.0,0.0,Kolkata,14
Celon Laboratories,Pharma,3.3,182.0,79600000.0,9.0,4.0,13.0,0.0,Hyderabad / Secunderabad,24
Amtex Systems,IT Services & Consulting,2.9,182.0,110000.00000000001,13.0,10.0,1.0,0.0,Chennai,7
Fabtech Projects & Engineers,Engineering & Construction,3.9,182.0,78700000.0,15.0,3.0,10.0,0.0,Pune,20
Jeena & Company,Logistics,3.5,183.0,61700000.0,10.0,7.0,19.0,16.0,Mumbai,24
Target Engineering Construction Company,Engineering & Construction,4.0,182.0,46600000.0,12.0,0.0,15.0,0.0,Abu Dhabi,16
Carwale,Internet,3.5,182.0,110000.00000000001,48.0,8.0,24.0,11.0,Mumbai,21
Krystal Integrated Services Limited,Facility Management Services,4.1,182.0,71000000.0,8.0,9.0,10.0,0.0,Mumbai,24
INDIA TODAY GROUP,Media & Entertainment,3.6,182.0,110000.00000000001,12.0,0.0,20.0,0.0,Noida,12
Feedback Energy Distribution Company,Power,3.5,182.0,56700000.0,7.0,0.0,18.0,0.0,Bhubaneswar,33
Maksat Technologies,Telecom,3.3,182.0,61800000.0,10.0,0.0,18.0,0.0,New Delhi,36
Cloudstrats Technologies,IT Services & Consulting,3.1,182.0,35900000.0,17.0,8.0,11.0,0.0,Mumbai,12
NMTronics India Private Limited,Electronics Manufacturing,3.2,182.0,44700000.0,31.0,9.0,11.0,0.0,Noida,10
PC Financial Services,Financial Services,3.9,182.0,51100000.0,11.0,1.0,34.0,0.0,Gurgaon / Gurugram,4
Biorad Medisys,Healthcare,3.7,182.0,89700000.0,22.0,10.0,10.0,0.0,Pune,12
Givaudan,Beauty & Personal Care,4.1,182.0,100000.0,7.0,14.0,32.0,0.0,Pune,10
Sims Hospital,Healthcare,4.0,183.0,82400000.0,20.0,1.0,12.0,0.0,Chennai,18
Agrim,Agriculture,3.0,181.0,74700000.0,23.0,28.0,6.0,5.0,Gurgaon / Gurugram,14
Source One Management Services,IT Services & Consulting,3.6,182.0,76300000.0,23.0,0.0,11.0,2.0,Bangalore / Bengaluru,11
SAT n paper,New Delhi +4 other locations,4.5,182.0,12700000.0,27.0,3.0,2.0,0.0,,0
Modern Automotives,Auto Components,3.9,182.0,74200000.0,27.0,6.0,15.0,7.0,Gurgaon / Gurugram,20
A2Z Infraservices,Facility Management Services,4.0,182.0,45600000.0,9.0,8.0,18.0,1.0,New Delhi,22
Rimini Street,IT Services & Consulting,4.0,182.0,89400000.0,8.0,21.0,15.0,1.0,Hyderabad / Secunderabad,2
Sequretek It Solutions,Emerging Technologies,3.4,182.0,110000.00000000001,11.0,8.0,6.0,5.0,Mumbai,10
Open Financial Technologies Private Limited,FinTech,3.2,182.0,110000.00000000001,27.0,10.0,1.0,0.0,Bangalore / Bengaluru,12
Toyo INK,Chemicals,4.2,182.0,84800000.0,11.0,0.0,18.0,0.0,Greater Noida,14
Innovapptive,Software Product,4.1,182.0,67800000.0,16.0,31.0,11.0,0.0,Hyderabad / Secunderabad,2
Arihant Superstructures,Real Estate,3.5,182.0,62800000.0,43.0,0.0,7.0,0.0,Mumbai,6
"Webasto Roofsystems India Pvt Ltd,",Automobile,3.9,182.0,87500000.0,17.0,0.0,7.0,0.0,Pune,9
Private Practice,New Delhi +74 other locations,4.5,182.0,310000.0,15.0,0.0,9.0,0.0,,0
IRIS KPO Resourcing,Analytics & KPO,3.8,182.0,87800000.0,15.0,2.0,7.0,30.0,Chennai,1
PPMS Field Marketing,Marketing & Advertising,3.9,182.0,48300000.0,11.0,0.0,8.0,1.0,Chennai,34
Salasar Techno Engineering,Iron & Steel,4.2,182.0,87800000.0,17.0,4.0,10.0,1.0,Ghaziabad,25
Burman Hospitality,Hospitality,3.8,182.0,65100000.0,10.0,9.0,15.0,0.0,New Delhi,26
Incrementors Web Solutions,Financial Services,3.9,181.0,18600000.0,25.0,0.0,48.0,0.0,New Delhi,3
Wepsol,IT Services & Consulting,3.5,181.0,80300000.0,9.0,8.0,11.0,0.0,Bangalore / Bengaluru,21
Childline India Foundation,Non-Profit,4.2,181.0,39600000.0,8.0,0.0,27.0,3.0,Mumbai,67
Laminaar Aviation Infotech,IT Services & Consulting,2.6,180.0,120000.0,17.0,0.0,14.0,3.0,Bangalore / Bengaluru,5
NRP Projects,Engineering & Construction,4.1,181.0,69800000.0,9.0,1.0,13.0,0.0,Chennai,28
SILA Group (India),Internet,3.6,181.0,64100000.0,7.0,0.0,1.0,1.0,Mumbai,21
Central Institute of Plastics Engineering & Technology,Education & Training,3.8,181.0,62800000.0,4.0,0.0,22.0,0.0,Chennai,36
KerryIndev Logistics,Logistics,3.7,181.0,100000.0,4.0,0.0,7.0,0.0,Chennai,32
Vehere Technologies,IT Services & Consulting,4.4,181.0,29700000.0,23.0,19.0,9.0,5.0,Kolkata,7
Solverminds Solutions and Technologies,IT Services & Consulting,3.4,181.0,130000.0,20.0,4.0,6.0,3.0,Chennai,4
Virbac Animal Health,Pharma,4.0,181.0,37800000.0,6.0,0.0,19.0,0.0,Mumbai,57
Capricorn Logistics,Logistics,3.6,181.0,70800000.0,5.0,0.0,9.0,0.0,Mumbai,23
Apollo Spectra Hospitals,Healthcare,4.4,181.0,46600000.0,16.0,0.0,15.0,0.0,New Delhi,20
SrinSoft Technologies,IT Services & Consulting,3.4,181.0,110000.00000000001,17.0,45.0,15.0,0.0,Chennai,5
IFB Agro Industries,Beverage,4.0,181.0,67100000.0,8.0,0.0,24.0,0.0,Kolkata,31
Ubique Systems,Recruitment,3.8,181.0,67400000.0,28.0,2.0,6.0,0.0,Kolkata,11
Oxford University Press,Printing & Publishing,3.3,181.0,90700000.0,7.0,21.0,19.0,0.0,New Delhi,28
Ambuja Cement Foundation,Non-Profit,3.8,181.0,48400000.0,13.0,2.0,11.0,0.0,Jaipur,62
HLE Glascoat,Industrial Machinery,3.2,181.0,77200000.0,7.0,0.0,13.0,0.0,Anand,9
Bajaj Markets,FinTech,2.9,186.0,120000.0,9.0,0.0,3.0,0.0,Pune,17
Experion Developers,Real Estate,4.7,182.0,60000000.0,5.0,0.0,10.0,0.0,Gurgaon / Gurugram,9
Raptim Research,Clinical Research,4.4,181.0,91700000.0,14.0,0.0,15.0,0.0,Mumbai,4
Maschio Gaspardo,Industrial Machinery,3.7,181.0,72800000.0,13.0,0.0,26.0,0.0,Pune,27
Privi Speciality Chemicals,Chemicals,3.9,181.0,84500000.0,21.0,2.0,11.0,0.0,Mahad,13
Four Seasons Hotel,Hospitality,3.8,181.0,57700000.0,8.0,12.0,38.0,0.0,Mumbai,20
Reliance Smart Point,Bangalore / Bengaluru +77 other locations,4.3,180.0,41300000.0,20.0,0.0,9.0,1.0,,0
SEG Automotive,Auto Components,3.9,181.0,110000.00000000001,11.0,3.0,14.0,0.0,Bangalore / Bengaluru,7
Invenio Business Solutions,IT Services & Consulting,3.5,181.0,150000.0,10.0,6.0,16.0,6.0,Hyderabad / Secunderabad,6
Oliva Skin and Hair Clinics,Healthcare,3.7,181.0,59200000.0,14.0,6.0,27.0,15.0,Hyderabad / Secunderabad,11
Hurix Systems,Content Development,3.6,181.0,92400000.0,18.0,69.0,20.0,0.0,Chennai,4
University Living Accommodation,Internet,3.9,181.0,50200000.0,23.0,25.0,1.0,22.0,Noida,6
Afflatus Gravures,Printing & Publishing,3.8,181.0,68000000.0,16.0,5.0,13.0,7.0,Noida,13
Jehangir Hospital,Healthcare,3.9,181.0,64500000.0,8.0,9.0,15.0,0.0,Pune,5
Burger Singh,Hospitality,3.6,180.0,55000000.0,16.0,7.0,3.0,0.0,New Delhi,30
Aarav Global Products & Services Private Limited,IT Services & Consulting,2.6,181.0,70900000.0,13.0,4.0,26.0,6.0,Mumbai,8
MKU,Defence & Aerospace,2.9,181.0,70600000.0,8.0,13.0,18.0,0.0,Kanpur,10
Truemeds,Pharma,3.6,181.0,81700000.0,23.0,84.0,2.0,1.0,Mumbai,21
The Hindu Group,Printing & Publishing,3.9,181.0,89900000.0,10.0,7.0,15.0,0.0,Chennai,19
Kundan Group,Jewellery,3.2,181.0,62300000.0,17.0,3.0,1.0,1.0,New Delhi,21
Vikas Money,NBFC,4.7,180.0,5300000.0,14.0,0.0,1.0,0.0,Palakkad,9
Inteva Products,Auto Components,3.8,180.0,110000.00000000001,19.0,0.0,20.0,0.0,Bangalore / Bengaluru,3
Roha Housing Finance,Financial Services,3.6,180.0,59200000.0,8.0,2.0,5.0,0.0,New Delhi,37
Cyient DLM,Hyderabad / Secunderabad +5 other locations,3.9,180.0,77900000.0,11.0,0.0,10.0,2.0,,0
Monomark Engineering,Engineering & Construction,4.2,180.0,61600000.0,13.0,12.0,13.0,0.0,Chittorgarh,25
Ghatge Patil Industries,Industrial Machinery,3.8,180.0,87900000.0,3.0,0.0,5.0,0.0,Kolhapur,8
WNS Denali,Pune +10 other locations,3.5,180.0,77700000.0,26.0,0.0,6.0,0.0,,0
The Pride Hotel,Hospitality,3.1,180.0,67700000.0,9.0,25.0,20.0,0.0,Pune,22
Shemaroo Entertainment,Media & Entertainment,3.5,180.0,100000.0,9.0,6.0,14.0,0.0,Mumbai,3
Gangar Eyenation,Retail,3.7,180.0,51600000.0,11.0,19.0,17.0,0.0,Mumbai,22
Global Hospital Pune India,Mumbai +19 other locations,3.9,180.0,54000000.0,7.0,0.0,28.0,0.0,,0
Gpt Infraprojects,Engineering & Construction,3.9,180.0,54500000.0,7.0,0.0,11.0,0.0,Kolkata,25
Cex Webuy Entertainment,Retail,3.4,180.0,110000.00000000001,22.0,9.0,25.0,0.0,Mumbai,10
Accurate Engineering Company,Industrial Machinery,3.2,180.0,88800000.0,11.0,32.0,17.0,0.0,Pune,26
Birla Cellulose,Pulp & Paper,3.5,180.0,73300000.0,12.0,0.0,17.0,0.0,Bharuch,15
Accurate Engineering Company,Industrial Machinery,3.2,180.0,88800000.0,11.0,32.0,17.0,0.0,Pune,26
Hotel Parle International,Travel & Tourism,3.8,180.0,84400000.0,12.0,2.0,1.0,0.0,Mumbai,70
Volante Technologies,FinTech,3.3,180.0,150000.0,18.0,2.0,17.0,0.0,Chennai,5
"MIDLAND CREDIT MANAGEMENT, INC.",Financial Services,3.8,180.0,82800000.0,11.0,1.0,26.0,0.0,Gurgaon / Gurugram,6
Phenix Construction Technologies,Engineering & Construction,4.0,180.0,75700000.0,16.0,0.0,32.0,0.0,Ahmedabad,13
Meritto,Internet,3.4,180.0,100000.0,25.0,18.0,19.0,5.0,Gurgaon / Gurugram,11
Godrej Tyson Food,Food Processing,4.0,180.0,70000000.0,11.0,0.0,14.0,0.0,Mumbai,34
CoLive,Real Estate,4.0,180.0,65400000.0,45.0,9.0,3.0,12.0,Bangalore / Bengaluru,9
Tech Mahindra Foundation,Non-Profit,4.1,180.0,54800000.0,28.0,27.0,30.0,0.0,New Delhi,23
Graygraph Technologies Private Limited,IT Services & Consulting,4.4,180.0,58900000.0,32.0,18.0,2.0,870.0,Noida,5
HomeBazaar.com,Real Estate,3.7,180.0,62400000.0,18.0,138.0,11.0,22.0,Mumbai,9
Symed Labs,Pharma,3.7,180.0,63500000.0,6.0,3.0,13.0,0.0,Hyderabad / Secunderabad,5
Muthoot Mercantile,NBFC,3.4,183.0,55400000.0,13.0,6.0,6.0,1.0,Thiruvananthapuram,52
AMBITION JOB,Recruitment,4.1,180.0,7700000.0,47.0,0.0,22.0,0.0,Hyderabad / Secunderabad,27
insightsoftware,Software Product,3.7,180.0,93100000.0,31.0,14.0,2.0,18.0,Hyderabad / Secunderabad,5
Jai Kisan,Internet,3.2,179.0,55200000.0,15.0,0.0,6.0,6.0,Mumbai,32
Indus Motors,Automobile,4.0,179.0,64800000.0,3.0,14.0,15.0,0.0,Kochi,32
NHPC,Power,4.1,179.0,47800000.0,12.0,0.0,24.0,3.0,Faridabad,26
Labtron Equipment,Hyderabad / Secunderabad +9 other locations,3.5,179.0,29600000.0,23.0,0.0,1.0,0.0,,0
Oswal Group,Fashion & Textile,3.8,179.0,65700000.0,12.0,1.0,3.0,0.0,Ludhiana,14
Sigma Supply Chain Solutions,Logistics,3.4,179.0,44900000.0,4.0,0.0,8.0,0.0,Noida,46
Fangs Technology,Consumer Electronics & Appliances,4.1,179.0,74400000.0,6.0,0.0,17.0,0.0,Chennai,24
