name,industry,ratings,reviews,salaries,interviews,jobs,benefits,photos,hq,more_locations
24/7 Customer,Software Product,3.4,3400.0,1150000.0,183.0,72.0,406.0,10.0,Bangalore / Bengaluru,36
UBS,Financial Services,3.8,3400.0,3120000.0,370.0,2.0,117.0,11.0,Pune,19
DTDC Express,Logistics,3.7,3400.0,850000.0,194.0,19.0,263.0,2.0,New Delhi,270
Bajaj General Insurance Limited,Insurance,3.7,3300.0,1080000.0,138.0,71.0,236.0,9.0,Pune,303
Ford Motor,Automobile,4.2,3300.0,1520000.0,174.0,1.0,397.0,12.0,Chennai,130
Reliance Nippon Life Insurance,Insurance,3.4,3300.0,840000.0,167.0,2.0,229.0,13.0,Mumbai,482
Ceat Tyres,Auto Components,3.9,3300.0,1290000.0,209.0,6.0,346.0,6.0,Nagpur,140
Blinkit,Internet,3.7,3300.0,1240000.0,326.0,0.0,202.0,27.0,Gurgaon / Gurugram,145
ABB,Industrial Machinery,4.1,3300.0,1770000.0,285.0,1.0,346.0,5.0,Bangalore / Bengaluru,107
HARMAN,Consumer Electronics & Appliances,3.8,3300.0,2410000.0,291.0,108.0,100.0,3.0,Bangalore / Bengaluru,42
RSPL Group,FMCG,4.1,3300.0,950000.0,254.0,26.0,293.0,8.0,Kanpur,255
Barclays,Banking,3.7,3300.0,3120000.0,312.0,0.0,253.0,27.0,Pune,36
AGS Health,Analytics & KPO,4.0,3300.0,1420000.0,210.0,32.0,272.0,0.0,Chennai,63
NatWest Group,Banking,4.0,3300.0,2080000.0,234.0,94.0,362.0,9.0,Gurgaon / Gurugram,29
InterGlobe Aviation,Aviation,3.5,3200.0,1360000.0,367.0,86.0,315.0,5.0,New Delhi,104
TVS Credit Services Ltd,NBFC,4.2,3200.0,740000.0,156.0,22.0,195.0,6.0,Chennai,426
Indian Air Force,Defence & Aerospace,4.5,3200.0,530000.0,81.0,0.0,354.0,0.0,New Delhi,134
Niva Bupa Health Insurance Company,Insurance,4.1,3200.0,819999.9999999999,372.0,108.0,119.0,13.0,New Delhi,319
Alstom Transportation,Engineering & Construction,3.7,3200.0,1480000.0,276.0,352.0,174.0,8.0,Bangalore / Bengaluru,80
Conduent,BPO,3.4,3200.0,1680000.0,231.0,458.0,366.0,11.0,Bangalore / Bengaluru,35
Croma,Retail,3.8,3200.0,900000.0,183.0,25.0,186.0,9.0,Mumbai,192
Tata Technologies,Engineering & Construction,3.4,3200.0,2260000.0,306.0,123.0,308.0,14.0,Pune,55
GeBBS Healthcare Solutions,BPO,3.7,3200.0,1120000.0,179.0,67.0,291.0,11.0,Mumbai,26
Allcargo Logistics,Logistics,3.8,3200.0,690000.0,137.0,20.0,335.0,10.0,Mumbai,175
Tata AIG,Insurance,4.0,3200.0,1130000.0,191.0,80.0,245.0,6.0,Mumbai,260
Max Healthcare,Healthcare,3.9,3100.0,1030000.0000000001,186.0,110.0,276.0,26.0,New Delhi,78
Marpu Foundation,Non-Profit,4.9,3100.0,6000000.0,265.0,0.0,8.0,5.0,Hyderabad / Secunderabad,61
UPL,Agro Chemicals,4.1,3100.0,1100000.0,217.0,50.0,293.0,2.0,Ankleshwar,186
PepsiCo,Food Processing,4.0,3100.0,1340000.0,234.0,394.0,244.0,18.0,Hyderabad / Secunderabad,275
Amazon Transportation Services,Logistics,4.2,3100.0,830000.0000000001,254.0,1.0,246.0,20.0,Hyderabad / Secunderabad,228
Titan Company,Retail,4.2,3100.0,960000.0,200.0,79.0,333.0,15.0,Bangalore / Bengaluru,184
Dilip Buildcon,Engineering & Construction,3.9,3100.0,810000.0,185.0,19.0,298.0,25.0,Bhopal,225
Mankind Pharma,Pharma,3.8,3100.0,940000.0,253.0,11.0,246.0,14.0,New Delhi,247
Walmart,Retail,3.4,3100.0,2210000.0,437.0,203.0,320.0,12.0,Bangalore / Bengaluru,92
Varroc Group,Auto Components,3.6,3100.0,950000.0,219.0,64.0,230.0,5.0,Pune,62
Future Group,Retail,4.2,3000.0,680000.0,84.0,0.0,423.0,3.0,Mumbai,207
S&P Global,Analytics & KPO,4.0,3000.0,2020000.0,325.0,217.0,212.0,0.0,Hyderabad / Secunderabad,47
Jindal Stainless,Iron & Steel,4.1,3000.0,1140000.0,310.0,12.0,186.0,12.0,Jajpur,78
MSN Laboratories,Pharma,3.6,3000.0,940000.0,171.0,36.0,155.0,7.0,Hyderabad / Secunderabad,105
Societe Generale Global Solution Centre,IT Services & Consulting,3.6,3000.0,2290000.0,294.0,123.0,293.0,0.0,Bangalore / Bengaluru,24
Afcons Infrastructure,Engineering & Construction,4.2,3000.0,840000.0,266.0,33.0,309.0,14.0,Mumbai,121
Torrent Pharmaceuticals,Pharma,4.0,3000.0,1019999.9999999999,166.0,27.0,310.0,3.0,Ahmedabad,129
Quest Global,IT Services & Consulting,3.5,3000.0,2100000.0,359.0,145.0,190.0,11.0,Bangalore / Bengaluru,49
Square Yards,Internet,3.6,3000.0,919999.9999999999,226.0,63.0,232.0,37.0,Gurgaon / Gurugram,51
IDFC FIRST Bharat,Financial Services,4.2,2900.0,480000.0,149.0,1.0,71.0,2.0,Chennai,424
ACC,Building Material,3.9,2900.0,930000.0000000001,233.0,2.0,270.0,5.0,Mumbai,273
CMS IT Services,IT Services & Consulting,3.1,2900.0,940000.0,155.0,51.0,193.0,7.0,Mumbai,152
HDFC Sales,Financial Services,3.9,2900.0,830000.0000000001,189.0,7.0,190.0,2.0,Mumbai,345
I Process Services,Recruitment,3.8,2900.0,540000.0,132.0,1.0,127.0,4.0,Mumbai,405
Zensar Technologies,IT Services & Consulting,3.7,2900.0,2570000.0,277.0,326.0,243.0,24.0,Pune,28
Suzlon Group,Power,4.0,2900.0,790000.0,170.0,23.0,322.0,5.0,Pune,142
ESAF Small Finance Bank,Banking,3.6,2900.0,760000.0,165.0,37.0,104.0,20.0,Thrissur,440
DS Group,FMCG,4.1,2900.0,770000.0,213.0,53.0,207.0,7.0,Noida,279
Shoppers Stop,Retail,4.0,2900.0,690000.0,141.0,38.0,320.0,10.0,Mumbai,82
Sagility,BPO,3.9,2900.0,1150000.0,241.0,93.0,36.0,84.0,Bangalore / Bengaluru,27
Eternal Limited,Internet,3.7,2900.0,1450000.0,360.0,10.0,218.0,12.0,Gurgaon / Gurugram,219
Tata Elxsi,IT Services & Consulting,3.5,2900.0,2270000.0,338.0,43.0,202.0,8.0,Bangalore / Bengaluru,30
Ola Electric Mobility,Automobile,3.4,2900.0,919999.9999999999,295.0,0.0,76.0,22.0,Bangalore / Bengaluru,422
Fujitsu,IT Services & Consulting,3.8,2900.0,1730000.0,213.0,132.0,190.0,19.0,Pune,41
VVDN Technologies,IT Services & Consulting,3.6,2900.0,1360000.0,255.0,18.0,127.0,12.0,Gurgaon / Gurugram,49
Apollo Tyres,Auto Components,4.0,2800.0,990000.0,149.0,0.0,320.0,7.0,Chennai,181
Nokia,Telecom,4.0,2800.0,1620000.0,313.0,87.0,537.0,15.0,Bangalore / Bengaluru,166
Indus Towers,Telecom,3.6,2800.0,900000.0,223.0,26.0,202.0,11.0,Gurgaon / Gurugram,240
Yazaki,Auto Components,3.9,2800.0,890000.0,178.0,4.0,253.0,2.0,Pune,93
Bharat Financial Inclusion,Financial Services,3.7,2800.0,509999.99999999994,121.0,1.0,174.0,22.0,Hyderabad / Secunderabad,496
IKS Health,Healthcare,3.6,2800.0,1130000.0,261.0,27.0,225.0,0.0,Mumbai,31
Fiserv,FinTech,2.9,2800.0,1760000.0000000002,193.0,4.0,311.0,11.0,Pune,32
UnitedHealth,Healthcare,4.0,2800.0,1450000.0,84.0,0.0,432.0,0.0,Hyderabad / Secunderabad,17
Shree Cement,Building Material,3.8,2800.0,980000.0000000001,211.0,7.0,214.0,15.0,Beawar,254
Landmark Group,Retail,3.8,2700.0,919999.9999999999,175.0,9.0,267.0,9.0,Bangalore / Bengaluru,174
SRF,Chemicals,4.1,2700.0,880000.0000000001,209.0,13.0,250.0,5.0,Bharuch,68
Britannia,FMCG,4.0,2700.0,810000.0,221.0,3.0,245.0,8.0,Pune,301
Blue Dart Express Ltd,Logistics,3.9,2700.0,670000.0,127.0,3.0,233.0,9.0,Mumbai,280
Dalmia Bharat Cement,Building Material,3.9,2700.0,390000.0,197.0,3.0,243.0,16.0,Guwahati,251
Exide Industries,Auto Components,3.4,2700.0,860000.0,212.0,46.0,242.0,6.0,Kolkata,199
Kansai Nerolac Paints,Chemicals,3.8,2700.0,790000.0,189.0,66.0,189.0,6.0,Mumbai,253
Whitehat jr,EdTech,3.3,2700.0,940000.0,265.0,0.0,944.0,3.0,Mumbai,49
Shell,Oil & Gas,3.9,2700.0,1380000.0,231.0,5.0,257.0,8.0,Bangalore / Bengaluru,91
Nestlé,FMCG,3.8,2700.0,960000.0,279.0,19.0,319.0,19.0,Gurgaon / Gurugram,280
Zepto,Internet,3.5,2700.0,910000.0,442.0,37.0,28.0,10.0,Bangalore / Bengaluru,101
Flex,Electronics Manufacturing,3.9,2700.0,1580000.0,212.0,52.0,439.0,14.0,Chennai,46
Micro Labs,Pharma,3.6,2700.0,980000.0000000001,152.0,13.0,205.0,2.0,Bangalore / Bengaluru,151
Capita,BPO,3.5,2600.0,1290000.0,165.0,44.0,330.0,3.0,Pune,31
TVS Supply Chain Solutions,Logistics,3.8,2600.0,840000.0,155.0,13.0,190.0,21.0,Chennai,153
KFintech,Financial Services,3.4,2600.0,1110000.0,169.0,10.0,47.0,2.0,Hyderabad / Secunderabad,113
ZS,Management Consulting,3.1,2600.0,1989999.9999999998,514.0,138.0,261.0,18.0,Pune,16
Star Health & Allied Insurance,Insurance,3.5,2600.0,980000.0000000001,155.0,24.0,164.0,16.0,Chennai,328
ElasticRun,Logistics,3.6,2600.0,610000.0,273.0,5.0,224.0,45.0,Pune,384
KPMG Global Services,Management Consulting,3.5,2600.0,2380000.0,254.0,12.0,6.0,0.0,Bangalore / Bengaluru,37
G4S,Law Enforcement & Security,4.0,2600.0,509999.99999999994,128.0,642.0,235.0,15.0,Gurgaon / Gurugram,162
Tata Electronics,Semiconductors,3.9,2600.0,1080000.0,254.0,19.0,61.0,6.0,Hosur,50
Voltas,Consumer Electronics & Appliances,4.0,2600.0,860000.0,174.0,20.0,257.0,1.0,Mumbai,206
Sonalika Tractors,Automobile,3.6,2600.0,900000.0,168.0,0.0,173.0,4.0,Hoshiarpur,194
BlackBuck,Internet,3.7,2600.0,610000.0,213.0,23.0,245.0,13.0,Bangalore / Bengaluru,365
Ajanta Pharma,Pharma,3.9,2600.0,890000.0,162.0,41.0,214.0,10.0,Mumbai,118
Blue Star,Consumer Electronics & Appliances,4.1,2600.0,969999.9999999999,195.0,9.0,237.0,18.0,Mumbai,147
Care Health Insurance,Insurance,3.5,2600.0,850000.0,158.0,49.0,166.0,2.0,Gurgaon / Gurugram,244
Domino's Pizza,Hospitality,3.9,2600.0,409999.99999999994,122.0,0.0,392.0,15.0,New Delhi,246
Exl India,Logistics,3.6,2500.0,1510000.0,129.0,1.0,163.0,1.0,New Delhi,43
Movate,IT Services & Consulting,3.1,2500.0,1490000.0,289.0,100.0,2.0,24.0,Chennai,38
Fortis Healthcare,Healthcare,4.0,2500.0,750000.0,187.0,684.0,139.0,3.0,New Delhi,69
ACT Fibernet,Telecom,3.9,2500.0,770000.0,159.0,120.0,255.0,16.0,Hyderabad / Secunderabad,57
Gallagher,Insurance,3.7,2500.0,1390000.0,267.0,156.0,120.0,1.0,Bangalore / Bengaluru,29
NoBroker,Internet,3.0,2500.0,1060000.0,280.0,328.0,352.0,25.0,Bangalore / Bengaluru,47
Adani Power,Power,3.7,2500.0,930000.0000000001,303.0,0.0,162.0,9.0,Mundra,127
Sahrudaya Healthcare (Medicover Hospitals),Healthcare,4.4,2500.0,340000.0,144.0,25.0,36.0,4.0,Hyderabad / Secunderabad,45
Bajaj Electricals,Consumer Electronics & Appliances,3.9,2500.0,750000.0,150.0,18.0,289.0,6.0,Mumbai,233
DBS Bank,Banking,3.7,2500.0,1280000.0,194.0,211.0,192.0,11.0,Hyderabad / Secunderabad,178
Sterlite Technologies,Hardware & Networking,3.8,2500.0,1010000.0,181.0,132.0,208.0,10.0,Aurangabad,101
Foundever,BPO,3.4,2500.0,860000.0,178.0,75.0,199.0,14.0,Hyderabad / Secunderabad,22
Sammaan Capital Limited,NBFC,3.8,2500.0,580000.0,112.0,2.0,118.0,2.0,Gurgaon / Gurugram,201
V-Mart,Retail,4.1,2500.0,430000.0,192.0,19.0,210.0,15.0,Gurgaon / Gurugram,284
Alldigi Tech,BPO,3.9,2500.0,760000.0,231.0,17.0,112.0,33.0,Chennai,36
Himalaya Wellness,Pharma,4.0,2500.0,590000.0,145.0,19.0,255.0,7.0,Bangalore / Bengaluru,236
Tata Advanced Systems,Defence & Aerospace,3.7,2500.0,1260000.0,184.0,0.0,132.0,6.0,Bangalore / Bengaluru,56
BT Group,Telecom,3.8,2500.0,1140000.0,225.0,6.0,264.0,22.0,Gurgaon / Gurugram,23
Tractors and Farm Equipment,Industrial Machinery,3.9,2500.0,830000.0000000001,132.0,14.0,275.0,9.0,Chennai,192
Parle Agro,Beverage,4.0,2500.0,660000.0,143.0,3.0,212.0,0.0,Mumbai,257
Foxconn,Electronics Manufacturing,3.9,2500.0,1030000.0000000001,225.0,17.0,170.0,3.0,Chennai,60
IntouchCX,BPO,2.7,2500.0,980000.0000000001,238.0,215.0,146.0,17.0,Hyderabad / Secunderabad,22
JCB,Industrial Machinery,3.9,2500.0,950000.0,165.0,0.0,233.0,7.0,Pune,113
Physicswallah,EdTech,3.5,2400.0,810000.0,264.0,101.0,20.0,11.0,Noida,122
Northern Trust Operating Services,Financial Services,3.6,2400.0,1710000.0000000002,240.0,34.0,225.0,3.0,Bangalore / Bengaluru,27
Patanjali Ayurved,FMCG,3.9,2400.0,580000.0,135.0,0.0,248.0,3.0,Haridwar,301
Laurus Labs,Pharma,4.3,2400.0,710000.0,153.0,7.0,204.0,11.0,Visakhapatnam,33
Statestreet HCL Services,BPO,3.4,2400.0,1410000.0,219.0,0.0,201.0,0.0,Chennai,18
McDonald's,Hospitality,3.8,2400.0,490000.00000000006,154.0,0.0,410.0,6.0,New Delhi,149
Photon Interactive,IT Services & Consulting,4.1,2400.0,730000.0,130.0,865.0,123.0,0.0,Chennai,18
Paras Hospital,Healthcare,4.1,2400.0,310000.0,99.0,34.0,126.0,43.0,Patna,62
ICICI Securities,Financial Services,3.9,2400.0,950000.0,195.0,1.0,184.0,4.0,Mumbai,148
Emcure Pharmaceuticals,Pharma,3.7,2400.0,830000.0000000001,125.0,31.0,233.0,13.0,Pune,115
Canara HSBC Life Insurance,Insurance,3.6,2400.0,630000.0,132.0,5.0,168.0,9.0,Gurgaon / Gurugram,312
Planet Spark,EdTech,3.9,2400.0,340000.0,585.0,67.0,191.0,1.0,Gurgaon / Gurugram,61
Mahindra Holidays & Resorts,Hospitality,3.5,2400.0,570000.0,127.0,70.0,202.0,16.0,Mumbai,113
Mahindra Rural Housing Finance,NBFC,4.0,2400.0,470000.0,103.0,10.0,180.0,6.0,Mumbai,462
Biocon Limited,Biotechnology,4.0,2400.0,1170000.0,183.0,17.0,2.0,1.0,Bangalore / Bengaluru,66
Datamatics Global Services,IT Services & Consulting,3.4,2400.0,1160000.0,180.0,60.0,183.0,5.0,Mumbai,37
Intellect Design Arena,Software Product,3.6,2400.0,1340000.0,181.0,21.0,118.0,8.0,Chennai,40
Hero FinCorp,NBFC,3.9,2400.0,570000.0,118.0,44.0,129.0,2.0,New Delhi,389
Axis Direct,Financial Services,3.6,2400.0,470000.0,87.0,47.0,226.0,0.0,Mumbai,270
Taj Hotels Resorts and Palaces,Hospitality,4.2,2400.0,480000.0,155.0,195.0,178.0,5.0,Mumbai,109
3i Infotech,IT Services & Consulting,3.4,2300.0,1070000.0,164.0,96.0,149.0,1.0,Mumbai,128
Cholamandalam MS General Insurance,Insurance,3.7,2300.0,600000.0,115.0,1.0,166.0,4.0,Chennai,386
Capgemini Engineering,IT Services & Consulting,3.4,2300.0,1460000.0,396.0,1.0,139.0,4.0,Bangalore / Bengaluru,27
Adani Group,Power,3.8,2300.0,1090000.0,284.0,1100.0,101.0,8.0,Ahmedabad,191
Info Edge,Internet,3.9,2300.0,1110000.0,376.0,326.0,298.0,28.0,Noida,69
Cadila Pharmaceuticals,Pharma,3.3,2300.0,780000.0,155.0,67.0,167.0,13.0,Ahmedabad,133
CorroHealth infotech,Analytics & KPO,3.7,2300.0,720000.0,275.0,84.0,9.0,18.0,Hyderabad / Secunderabad,33
Aditya Birla Group,Metals & Mining,4.1,2300.0,1000000.0,241.0,0.0,248.0,15.0,Mumbai,265
Syngene International,Clinical Research,3.9,2300.0,1250000.0,191.0,1.0,217.0,16.0,Bangalore / Bengaluru,21
KocharTech,IT Services & Consulting,3.6,2300.0,380000.0,79.0,41.0,582.0,6.0,Kolkata,25
Bureau Veritas,Other,3.8,2300.0,810000.0,143.0,13.0,176.0,12.0,Mumbai,143
Cybage,IT Services & Consulting,3.8,2300.0,1730000.0,212.0,33.0,268.0,4.0,Pune,15
Delhi Public School,Education & Training,3.8,2300.0,520000.0,154.0,149.0,258.0,7.0,New Delhi,273
Xoriant,IT Services & Consulting,4.1,2300.0,1160000.0,233.0,51.0,413.0,48.0,Pune,23
Aavas Financiers,NBFC,3.9,2300.0,550000.0,118.0,40.0,138.0,7.0,Jaipur,292
Lifestyle,Retail,4.2,2300.0,680000.0,83.0,16.0,278.0,10.0,Bangalore / Bengaluru,129
RMSI,IT Services & Consulting,3.6,2300.0,850000.0,192.0,16.0,184.0,4.0,Hyderabad / Secunderabad,25
Akums Drugs & Pharmaceuticals Limited,Pharma,4.2,2300.0,620000.0,327.0,21.0,147.0,22.0,Haridwar,39
Sopra Steria,IT Services & Consulting,3.9,2300.0,1390000.0,183.0,200.0,240.0,6.0,Noida,20
Straive,IT Services & Consulting,3.3,2300.0,1010000.0,221.0,101.0,122.0,15.0,Chennai,31
Eureka Forbes,Consumer Electronics & Appliances,3.6,2300.0,560000.0,91.0,3.0,227.0,5.0,Mumbai,184
GVK Emergency Management and Research Institute,Non-Profit,3.6,2300.0,450000.0,116.0,38.0,176.0,7.0,Lucknow,212
Kia India,Automobile,4.0,2300.0,810000.0,174.0,85.0,166.0,14.0,Anantapur,186
Sobha,Real Estate,3.8,2300.0,830000.0000000001,164.0,56.0,220.0,9.0,Bangalore / Bengaluru,37
TaskUs,BPO,3.1,2200.0,910000.0,220.0,242.0,118.0,10.0,Indore,35
Unacademy,EdTech,2.9,2200.0,1019999.9999999999,237.0,40.0,153.0,41.0,Bangalore / Bengaluru,72
Radisson Hotels,Hospitality,4.0,2200.0,520000.0,98.0,26.0,312.0,12.0,New Delhi,126
Apollo Pharmacy,Pharma,3.7,2200.0,700000.0,179.0,1100.0,128.0,6.0,Hyderabad / Secunderabad,280
Myntra,Internet,3.9,2200.0,1040000.0,306.0,51.0,305.0,37.0,Bangalore / Bengaluru,103
Lodha,Real Estate,4.1,2200.0,860000.0,168.0,219.0,173.0,8.0,Mumbai,30
Panasonic Life Solutions India,Consumer Electronics & Appliances,3.9,2200.0,640000.0,96.0,11.0,105.0,6.0,Haridwar,169
Endurance Technologies Limited,Auto Components,3.9,2200.0,780000.0,134.0,20.0,230.0,1.0,Aurangabad,48
TCE,Engineering & Construction,3.8,2200.0,919999.9999999999,291.0,31.0,165.0,9.0,Mumbai,132
Team Computers,IT Services & Consulting,3.6,2200.0,840000.0,198.0,160.0,115.0,1.0,New Delhi,103
Lava International,Consumer Electronics & Appliances,3.9,2200.0,440000.00000000006,86.0,1.0,302.0,3.0,Noida,222
SBI Securities,Financial Services,3.6,2200.0,680000.0,180.0,26.0,105.0,21.0,Mumbai,315
Adani Wilmar,FMCG,4.0,2200.0,670000.0,131.0,92.0,171.0,8.0,Ahmedabad,198
Whirlpool,Consumer Electronics & Appliances,4.0,2200.0,790000.0,118.0,25.0,201.0,9.0,Pune,175
Indian Railways,Railways,4.2,2200.0,340000.0,113.0,0.0,158.0,17.0,Kolkata,248
GlaxoSmithKline Pharmaceuticals,Pharma,4.0,2200.0,560000.0,125.0,32.0,112.0,1.0,Bangalore / Bengaluru,217
Star Union Dai-ichi Life Insurance,Insurance,3.8,2200.0,520000.0,132.0,33.0,95.0,23.0,Mumbai,314
Bharti AXA Life Insurance,Insurance,3.6,2200.0,520000.0,146.0,61.0,170.0,10.0,Mumbai,243
Cisco,Hardware & Networking,4.1,2200.0,1880000.0,406.0,195.0,223.0,18.0,Bangalore / Bengaluru,46
Daikin Airconditioning India Pvt. Ltd.,Consumer Electronics & Appliances,4.1,2200.0,760000.0,202.0,0.0,144.0,2.0,Neemrana,107
Nokia Networks,Hardware & Networking,4.1,2200.0,1040000.0,126.0,0.0,10.0,0.0,Chennai,87
SBI General Insurance,Insurance,3.6,2200.0,650000.0,127.0,34.0,132.0,6.0,Mumbai,285
Coromandel International,Agro Chemicals,4.1,2100.0,750000.0,123.0,17.0,217.0,3.0,Visakhapatnam,182
Renault Nissan Technology & Business Centre India,Automobile,3.8,2100.0,1450000.0,151.0,21.0,210.0,0.0,Chennai,18
Shahi Exports,Fashion & Textile,3.9,2100.0,680000.0,125.0,37.0,228.0,25.0,Bangalore / Bengaluru,70
Sify Technologies,IT Services & Consulting,3.7,2100.0,980000.0000000001,146.0,30.0,152.0,4.0,Chennai,132
Meesho,Internet,3.7,2100.0,930000.0000000001,421.0,116.0,297.0,13.0,Bangalore / Bengaluru,131
Huawei Technologies,Telecom,4.0,2100.0,810000.0,118.0,34.0,288.0,1.0,Bangalore / Bengaluru,105
BNP Paribas,Banking,3.7,2100.0,1770000.0,209.0,317.0,174.0,8.0,Mumbai,27
Ambuja Cements,Building Material,3.9,2100.0,590000.0,159.0,0.0,211.0,6.0,Mumbai,254
ValueLabs,IT Services & Consulting,3.5,2100.0,1600000.0,212.0,63.0,266.0,11.0,Hyderabad / Secunderabad,20
Allstate,Insurance,3.6,2100.0,1210000.0,155.0,14.0,186.0,6.0,Pune,15
Bank of Baroda,Banking,3.5,2100.0,690000.0,115.0,0.0,150.0,15.0,Mumbai,299
Newgen Software Technologies,IT Services & Consulting,4.0,2100.0,1150000.0,200.0,42.0,147.0,8.0,Noida,32
Brakes India,Auto Components,3.9,2100.0,710000.0,103.0,1.0,212.0,2.0,Chennai,100
Life Insurance Corporation of India,Insurance,4.4,2100.0,459999.99999999994,96.0,2.0,242.0,21.0,New Delhi,471
Microsoft Corporation,Software Product,3.8,2100.0,2890000.0,611.0,0.0,196.0,7.0,Bangalore / Bengaluru,47
Simplex Infrastructures,Engineering & Construction,3.4,2100.0,459999.99999999994,83.0,0.0,286.0,0.0,Kolkata,139
BHEL,Electrical Equipment,4.2,2100.0,509999.99999999994,135.0,0.0,231.0,9.0,Bangalore / Bengaluru,128
Cargill,Food Processing,3.9,2100.0,840000.0,111.0,435.0,148.0,7.0,Bangalore / Bengaluru,119
Pfizer,Pharma,3.9,2100.0,570000.0,85.0,58.0,276.0,6.0,Visakhapatnam,131
GAO Tek,Electrical Equipment,4.4,2100.0,25600000.0,504.0,0.0,26.0,1.0,New York,40
Spark Minda,Auto Components,3.8,2100.0,710000.0,156.0,3.0,36.0,18.0,Pune,75
CAMS,Financial Services,3.6,2100.0,860000.0,146.0,22.0,50.0,6.0,Chennai,107
Generali Central Life Insurance,Insurance,3.5,2100.0,670000.0,118.0,35.0,163.0,7.0,Mumbai,199
upGrad,EdTech,3.4,2100.0,919999.9999999999,217.0,73.0,125.0,18.0,Bangalore / Bengaluru,49
Poonawalla Fincorp,NBFC,3.6,2100.0,570000.0,78.0,20.0,129.0,0.0,Pune,262
Power Mech Projects,Engineering & Construction,3.8,2100.0,660000.0,120.0,7.0,158.0,5.0,Hyderabad / Secunderabad,150
Ola Cabs,Internet,3.3,2100.0,910000.0,153.0,12.0,227.0,10.0,Bangalore / Bengaluru,112
Force Motors,Automobile,3.7,2100.0,830000.0000000001,145.0,2.0,152.0,5.0,Pune,107
FirstCry,Retail,3.6,2100.0,860000.0,209.0,11.0,70.0,6.0,Pune,211
"Maruti Suzuki India Limited, Hansalpur",Automobile,4.2,2100.0,680000.0,227.0,0.0,113.0,2.0,Ahmedabad,103
Mercedes-Benz Research and Development India,IT Services & Consulting,3.7,2100.0,1760000.0000000002,206.0,141.0,195.0,7.0,Bangalore / Bengaluru,52
Bharat Petroleum,Oil & Gas,4.2,2100.0,670000.0,174.0,0.0,187.0,16.0,Mumbai,259
Raymond Lifestyle Limited,Fashion & Textile,4.1,2000.0,650000.0,113.0,1.0,230.0,9.0,Mumbai,149
Nuvoco Vistas,Building Material,4.1,2000.0,690000.0,122.0,16.0,127.0,5.0,Kolkata,196
Saint-Gobain,Building Material,3.9,2000.0,1130000.0,203.0,117.0,243.0,9.0,Mumbai,103
Reliance Trends,Retail,4.1,2000.0,409999.99999999994,123.0,0.0,220.0,31.0,Bangalore / Bengaluru,391
Renault-Nissan,Automobile,4.1,2000.0,760000.0,125.0,0.0,268.0,9.0,Chennai,86
NTT DATA Business Solutions,IT Services & Consulting,4.1,2000.0,1220000.0,261.0,31.0,14.0,59.0,Bangalore / Bengaluru,32
Kotak Securities,Financial Services,3.5,2000.0,940000.0,143.0,33.0,153.0,3.0,Mumbai,138
Jio Platforms,IT Services & Consulting,3.4,2000.0,1370000.0,253.0,0.0,62.0,0.0,Mumbai,103
Extramarks Education,EdTech,3.4,2000.0,730000.0,172.0,15.0,142.0,2.0,Noida,111
ITC Hotels,Hospitality,4.1,2000.0,520000.0,102.0,0.0,199.0,15.0,New Delhi,94
Manipal Hospitals,Healthcare,4.1,2000.0,670000.0,137.0,91.0,135.0,4.0,Bangalore / Bengaluru,67
Reliance General Insurance,Insurance,3.6,2000.0,710000.0,98.0,8.0,131.0,2.0,Mumbai,193
Delphi TVS,Auto Components,3.9,2000.0,560000.0,100.0,6.0,192.0,0.0,Chennai,60
JK Tyre,Auto Components,3.6,2000.0,680000.0,137.0,1.0,189.0,4.0,Chennai,141
Henry Harvin Education,EdTech,3.5,2000.0,89400000.0,56.0,53.0,63.0,2.0,Noida,33
CitiusTech,IT Services & Consulting,3.2,2000.0,1420000.0,312.0,49.0,163.0,14.0,Mumbai,16
Biological E,Pharma,4.2,2000.0,700000.0,139.0,46.0,221.0,0.0,Hyderabad / Secunderabad,71
Ninjacart,Internet,3.8,2000.0,520000.0,103.0,26.0,137.0,23.0,Bangalore / Bengaluru,113
State Street Syntel,Financial Services,3.7,2000.0,730000.0,79.0,0.0,281.0,0.0,Mumbai,21
Morgan Stanley,Financial Services,3.6,2000.0,2590000.0,332.0,7.0,151.0,8.0,Mumbai,19
Infinite Computer Solutions,IT Services & Consulting,3.3,2000.0,1480000.0,172.0,208.0,105.0,19.0,Bangalore / Bengaluru,36
SGS,"Testing, Inspection and Certification (TIC)",3.8,2000.0,620000.0,125.0,116.0,178.0,1.0,Mumbai,145
Novartis,Pharma,4.1,2000.0,1000000.0,166.0,149.0,226.0,22.0,Hyderabad / Secunderabad,75
YASH Technologies,IT Services & Consulting,3.7,2000.0,1620000.0,169.0,397.0,172.0,34.0,Hyderabad / Secunderabad,31
EPAM Systems,IT Services & Consulting,3.7,2000.0,2150000.0,613.0,106.0,132.0,7.0,Hyderabad / Secunderabad,35
Senco Gold,Jewellery,4.4,2000.0,150000.0,633.0,6.0,35.0,9.0,Kolkata,77
HSBC Electronic Data Processing,IT Services & Consulting,4.1,2000.0,860000.0,86.0,0.0,20.0,0.0,Bangalore / Bengaluru,19
AECOM,Engineering & Construction,4.2,1900.0,690000.0,149.0,127.0,243.0,14.0,Gurgaon / Gurugram,121
SAP,Software Product,4.1,1900.0,1739999.9999999998,314.0,209.0,284.0,22.0,Bangalore / Bengaluru,53
